,title,rating,reviews,user_ratings
0,the shawshank redemption,9.217024770975783,tie best movie ever see want write 234th comment shawshank redemption sure almost everything could possibly say say like many people write comment profoundly move simple eloquent depiction hope friendship redemption movie ever see effect strongly kill mockingbird movie leave feel cleaner watch intend see movie like prison movie normally watch work branch library one day check shawshank redemption one old patron say whenever feel depress check movie watch always make feel good time think strange one day nothing tv except thing absolutely would watch circumstance thing see many time already remember say watch watch many many time since get good every show action special effect men prison uniform talk shawshank redemption kill mockingbird best movie ever see judge technical merit really care read citizen kane godfather movie best movie ever make may best technique influential motion picture ever make best best movie one touch soul take movie like shawshank redemption touch soul,10/10
1,the shawshank redemption,9.217024770975783,classic piece unforgettable film making oscar year shawshank redemption write direct frank darabont novella rita hayworth shawshank redemption stephen king nominate seven academy award walk away zero best picture go forrest gump shawshank pulp fiction happy nominate course hindsight 20 20 history look back gump good film pulp redemption remember time best pulp however success word go make huge splash cannes make writer director american master two film andy dufresne co success come easy fortunately failure life sentence open 33 screen take 727 327 25m film fell fast theatre finish mere 28 3m reason failure many firstly title clunker iconic fan today 1994 people know care shawshank dvd tim robbins laugh recount fan congratulate rickshaw movie marketing wise film nightmare prison drama tough sell woman story love two best friend spell winner men worst movie slow molasses desson thomson write washington post wanders subplots every opportunity ignore abundance narrative exit point settle finale weakness make film strong firstly set open aerial shot prison total eye opener amaze piece architecture strong gothic design immediately prison become character cast shadow film tall stone wall stretch every shot tower men contain blot memory outside world andy robbins hold onto hope music sandy beach zihuatanejo need say need forget forget place world make stone something inside touch red morgan freeman think much andy first pick tall glass milk silver spoon first new fish crack andy say word lose bet red resents time two get know quickly become best friend one film major strength many movie love many flick side kick hero shawshank one think look honestly love two best friend seem odd hollywood would skip relationship time feel weighs much everyone day day live perhaps sentimental seem conventional shawshank core friendship hit right note film much better pace deliberate well spend film watch actor easy forget movie timeline span well 20 year huge measure time would pass slowly reality would amplify prison film lack interest moment still know go merely intend take sweet time get pay well tedium prison life make climax much exhilarate anyone see moment never forget theme faith hope definite religious subtext find quiet selfless carefree andy obvious christ figure warden norton bob gunton obviously model richard nixon day close personify satan come look subtexts movie speak anyone search hope compel drama move film perfectly write act shoot come much good overall score 9 8 10 = shawshank redemption serve message hope hollywood well film memory prove life box office best forrest fiction run solely strong word mouth become hot rent film 1995 currently sit 2 imdb top 250 film occasionally swap spot godfather top rank film time redemption indeed see yet hell wait andy say come simple choice really either get busy live get busy die,10/10
2,the shawshank redemption,9.217024770975783,movie make movie ordinary hollywood flick great deep message movie foundation keep build foundation hope message movie act phenomenal tim robbins give one great performance ever inspire intelligent positive performance make smile robbins play andy dufresne wrongfully convict murder wife lover get life sentence yet never give hope becomes friend ellis boyd red redding play morgan freeman freeman give fine performance career unlike robbins lose hope deep regret crime commit way deflect pain away try feel anything friendship andy learn without hope dream nothing andy also become friend rest red group james whitmore also give great performance brook halten get prison parole word red institutionalize direct frank darabont magnificent keep movie great steady pace along write great cinematography portray prison life horrify way term physical pain stress pain ware mentally inmates deserve second chance whatever listen people say movie overrate one inspire great movie ever everything could possibly want,10/10
3,the shawshank redemption,9.217024770975783,shawshank redeem hollywood hollywood usually create thing entertainment purpose create art create something nature director must approach meticulous manner due delicacy process daunt task require extremely capable artist undeniable managerial capacity acutely develop awareness element art film prominent music visuals script act element equally important must succeed independently yet still form harmonious union mixture determine fate artist opus though already well know amongst colleague notable skill write direct frank darabont emerge feature film directorial debut shawshank redemption prove already master craft darabont manage create one recognizable independent release history hollywood shawshank redemption define genre defies odds compels emotion brings era artistically influential film back hollywood story begin trial young banker andy dufrense victimize circumstantial evidence result conviction murder wife lover quick conviction andy find serve life sentence shawshank prison hope parole exist prison appearance keep mind free drab wall around ability result gain respect fellow inmate elli redding elli commonly refer red find gainful use entrepreneurial spirit within drab wall shawshank deal contraband commodity rare confines prison andy demeanor undeniable sense hope cause red take deep look world around andy prove red inmate conventional wall shawshank prison convention find home lifestyle create film firm foundation meticulously chisel screenplay pave way film success frank darabont outdo phenomenal adaptation stephen king equally noteworthy novella rita hayworth shawshank redemption novella king demonstrate break free genre dominates still create marvelous piece modern literature though film mirror novella many way darabont illustrate focus objective improve upon area novella come short result one best book film transition ever maintain poetic move dialogue novella darabont also prove film score generate great deal emotional response audience dialogue employ cunning thomas newman son legendary hollywood composer alfred newman darabont show recognition film need employ newman make gentle piano chord whisper softly viewer part script dialogue newman lend individualism tends drive towards unique realm score composition effort shawshank go unnoticed score receive oscar nomination 1995 unique independent newman score never intrudes concentration distracts film work vast array talented scene designer costume designer composer cinematographer various hollywood artist cast shawshank redemption strong foundation work marvelous cast film dazzle convince performance witness film tim robbins morgan freeman shine andy red respectively true spectacle act lie within plethora amaze support actor easily disappear role noticeable veteran film star james whitmore portray elderly brook hatlen brook man incarcerate unmentioned crime long find attach shawshank daily life lead actor show true dedication art focus purpose motivation create convince set never caters anything unbelievable aesthetic touch attention cinematic detail beautiful part film lie within thematic material focus human desire abstract concept like hope freedom theme concern thing human spirit undoubtedly yearn seem intricately woven plot easily draw audience story though full harden criminal heart go men display basic human emotion deliver quotable line film date like great novel film manages succeed great thing simply entertain audience darabont tell story masterfully illustrate principle inspire audience think leave us poignant film powerful message hope redemption something seek film manage redeem hollywood eye people fear long lose dark sea clichés predictability darabont show us artist still work hollywood studio production facility artist show capability produce art real art inspires look deep aspect life world around shawshank redemption delivers much need breath fresh air anyone realize capability film prove master craft still live earth still bless us timeless masterpiece never forget,10/10
4,the shawshank redemption,9.217024770975783,rent shawshank try save money last film title consider borrow rent shawshank cost five buck plunk 25 title wind go back gem time time one movie truly timeless entertain move matter many time view forget others include might suggest discover shawshank redemption watch identify something personal life scene character moment uncomplicated movie need hope look shawshank want believe overcome even great obstacle shawshank uplift way find movie today liken film kind spiritual awakening course go church mosque find enlightenment faith humanity place worship open certain day time need affirmation last bond friendship prevail dire circumstance shawshank give make grow men like cry still wonder whether shawshank truly mean view privacy home personal experience really make look inward nominate seven best film never one single oscar ironic innocent man wind surround corruption legal system shawshank similar character andy dufresne prejudge classic film critic get past title public follow suit initially dismiss shawshank fail box office like wonderful life citizen kane could whithered away store shelf like andy dufresne could cell character prevail andy shawshank stay true movie right popular film time anyone yet watch shawshank may jade movie film title 2 1 2 hour movie set inside wall prison manage tap soul wide range people shawshank one explosion wonder even single special effect digitally enhance frame every aspect shawshank fit together act top bit part musical score edit photography story open credit final scene involve include town mansfield ohio shawshank actually film played role perfectly shawshank must see must title,10/10
5,the shawshank redemption,9.217024770975783,bird mean cage shawshank redemption write direct frank darabont adaptation stephen king novella rita hayworth shawshank redemption star tim robbins morgan freeman film portrays story andy dufresne robbins banker sentence two life sentence shawshank state prison apparently murder wife lover andy find tough go finds solace friendship form fellow inmate elli red redding freeman thing start pick warden find andy prison job befit talent banker however arrival another inmate go vastly change thing fanfare bunt put release film back 94 title give much inkling anyone columbia picture unsure market shawshank redemption barely register box office however come academy award time film receive several nomination although none stir interest film home entertainment release rest say history film finally find audience saw film propel almost mythical proportion endear modern day classic something delight fan whilst simultaneously baffle detractor one thing sure though ever side shawshank fence sit film continue gather new fan simply never go away possibly simplicity send hater film cinematic spasm implausible plot apparent sentimental edge make nonsense prison life two chief complaint dislike film passion character richly draw movingly perform strike churlish human drama deal hope friendship faith sentimental aspect indeed act counterpoint suffer degradation shatter soul involve protagonist cosy prison life say chance need human connection never need incarceration surely give quite terrific performance robbins never good & freeman sublimely make easy easy thing world warm andy red support fare bad either bob gunton coil spring smarm warden norton james whitmore heart achingly great birdman shawshank clancy brown menace antagonist capt byron hadley william sadler amuse heywood & mark rolston impressively vile bog diamond roger deakins lush cinematography camera gracefully glide prison offer almost ethereal hope character yes music ping conjunction emotional flow movie thomas newman score mostly piano base dovetail neatly andy state mind excellently select soundtrack range like hank williams gorgeous le nozze di figaro mozart love shawshank love last lifetime every viewing bring array emotion anger revilement happiness sadness inspiration warmth reduce harden misty eye wonderment else though shawshank offer hope character movie better life better world us 10 10,10/10
6,the shawshank redemption,9.217024770975783,stephen king best adapt movie misery stand best adaptation one add shawshank list simply one best film ever make know first say certainly last stand imdb true barometer 3 date sure could number 1 skip normal praise film know great let perhaps add find fascinating shawshank stephen king write king one best writer world book like castle rock series great story ever tell best adaptation always best director shin brilliantly interpret kubrick course aforementioned misery stand rob reiner frank darabont come onto scene make arguably best king film ever seem understand king want say conveys beautifully make film one best ever make message conveys one eternal hope andy dufresne play tim robbins send prison crime commit never lose hope never give quest become free man year tenacity patience wit keep sane give mind spirit live film different feel never anything like know go say film already say suffice say glad forrest gump best picture 94 would equally glad pulp fiction shawshank would good movie one appreciate year come,10/10
7,the shawshank redemption,9.217024770975783,shawshank redemption one fine film make recent year poignant story hope hope get make film like movie tell lesson life film people talk 50 even 100 year also story freedom freedom isolation rule bigotry hate freeman robbins majestic performance learn relationship strong feel first moment make contact one another also wonderful performance legend james whitmore brook shin time go back world find world grow fast never even get chance blink stephen king story bring screen great elegance excitement extraordinary motion people talk 50 100 year,10/10
8,the shawshank redemption,9.217024770975783,simply know movie whenever talk movie friend even refer title rather movie say movie friend know exactly talk fact main reason friend refer title movie great feel worthy enough say name vain still remember first time saw shawshank redemption friend mine go see one budget theater summer 1995 none us really know anything movie heard pretty good real expectation saw final credit roll light come theater us sit jaw hang floor turn head towards friend bob say great movie ever see entire life really way put word every moment movie captivate inspire believe one true thing life hope movie sad uplift inspire harsh cold funny right time jaw drop heart warm time get chill every time watch film film contain great end take place last 30 minute movie history come together incredible uplifting also mention music movie nearly flawless well soundtrack must buy music fan bad thing movie fact know never see good movie matter many may see see many movie past year many excellent film however every time walk theater turn friend family member saw say great movie nearly good know many movie past year think would really move might one day call favorite time fall far short shawshank redemption yet see movie please run video store immediately guarantee find employee pick section section tell employee something seriously wrong see movie go see buy copy yet buy one fact buy two put one fire proof safe case emergency want 1 10 rating give 13,10/10
9,the shawshank redemption,9.217024770975783,eternal hope lose count number time see movie 20 one best movie ever make make take notice morgan freeman tim robbins like never notice actor young age huge fan anything stephen king write already read short story movie base year prior see movie everything stephen king write get turn movie come well close perfection get everything could ever want movie something outstanding fact real action special effect gimmick 99 movie men prison uniform talk yet absolutely hook almost begin glue screen end really make film one best message eternal hope conveys throughout never ever give hope attitude main character well conveyed tim robbins end spine tingle every time see matter many time see brilliant brilliant movie must see everyone,10/10
